CÓDIGO,TÍTULO
7210330200231010,"SERVICIO DE MANTENIMIENTO PREVENTIVO DE ANTENA, EQUIPO Y ACCESORIOS DE RADIO"
7210330200231011,"SERVICIO DE MANTENIMIENTO CORRECTIVO DE ANTENA, EQUIPO Y ACCESORIOS DE RADIO"
7210330200231012,SERVICIO DE MANTENIMIENTO PREVENTIVO DE EQUIPO DE RADIO Y ACCESORIOS
7210330200231013,SERVICIO DE MANTENIMIENTO PREVENTIVO  DE CONVERSOR ANALOGICO DIGITAL
7210330200231017,SERVICIO DE MANTENIMIENTO PREVENTIVO  DE ANTENAS VSAT
7210330200254690,SERVICIO DE MANTENIMIENTO DE AURICULARES DEL CALL CENTER
7210330200271496,SERVICIO DE REPROGRAMACION Y CALIBRACION DEL HUB SATELITAL
7210330200272219,SERVICIO DE MANTENIMIENTO PREVENTIVO  DE TELEFONO MOVIL SATELIITAL
7210330200272646,SERVICIO DE CONFIGURACION Y AMPLIACION DE CAPACIDAD DE PROCESAMIENTO DE SERVIDOR
7210330200272647,SERVICIO DE CONFIGURACION DE CONVERSORES DE DIGITAL A ANALOGO PARA CENTRAL TELEFONICA
7210330200272648,SERVICIO DE CONFIGURACION DE CENTRAL TELEFONICA
7210330200336822,SERVICIO DE CALIBRACION DE ANALIZADOR LOGICO DE SEÑAL DIGITAL
7210330200336825,SERVICIO DE MANTENIMIENTO CORRECTIVO DE SISTEMA DE RADIOCOMUNICACIONES
7210330200336826,SERVICIO DE MANTENIMIENTO PREVENTIVO DE ANTENA DE RADIOENLACE DE DATOS
7210330200341543,SERVICIO DE MANTENIMIENTO PREVENTIVO DE SISTEMA DE RED INALAMBRICA
7210330200341544,SERVICIO DE MANTENIMIENTO CORRECTIVO DE SISTEMA DE RED INALAMBRICA
7210330200342733,SERVICIO DE MANTENIMIENTO DE SISTEMA DE RADIO ENLACE
7210330200357798,SERVICIO DE MANTENIMIENTO PREVENTIVO DE EQUIPO ADMINISTRADOR DE ANCHO DE BANDA - BANDWIDTH MANAGER
7210330200357868,SERVICIO DE MANTENIMIENTO CORRECTIVO DE BARRAS DE TRAMOYA
7210330200357896,SERVICIO DE MANTENIMIENTO CORRECTIVO DE EQUIPO DE COMUNICACION
7210330200357940,SERVICIO DE MANTENIMIENTO CORRECTIVO DE TELEFONOS IP
7210330200360248,SERVICIO DE REUBICACION DE REDES DE TELECOMUNICACIONES
7210330200375170,"SERVICIO DE REPOTENCIACION, INCREMENTO DE COBERTURA ,CONTINUA Y CORRECTA OPERACION DE RED DE RADARES SECUNDARIOS"
7210330200380666,SERVICIO DE INSTALACION Y CONFIGURACION DE SERVIDOR
7210330200381701,SERVICIO DE MANTENIMIENTO CORRECTIVO DE BALANCEADOR DE CARGA DE RED - LOAD BALANCING
7210330200389268,SERVICIO DE SOPORTE TECNICO DE RED DWDM
7210330200390003,SERVICIO DE MANTENIMIENTO PREVENTIVO DE ANALIZADOR VECTORIAL DE REDES
7210330200390004,SERVICIO DE MANTENIMIENTO PREVENTIVO DE PLATAFORMA DE PROVES-HOSTING
7210330200390005,SERVICIO DE MANTENIMIENTO PREVENTIVO DE CAMARA CIENTIFICA DIGITAL
7210330200390006,SERVICIO DE MANTENIMIENTO PREVENTIVO DE LASER SINTONIZABLE
7210330200390007,SERVICIO DE MANTENIMIENTO PREVENTIVO DE BANCO DE MICROPROCESAMIENTO AUTOMATICO - MESA OPTICA
7211100300313303,SERVICIO DE MANTENIMIENTO DE CONTENEDOR VIVIENDA/MULTIPROPOSITO
7211100700392780,SERVICIO DE INSTALACION DE MODULO TEMPORAL DE VIVIENDA
7211110900225267,SERVICIO DE ACONDICIONAMIENTO DE AMBIENTES PARA ALBERGUES
7211110900359654,SERVICIO DE MANTENIMIENTO DE INFRAESTRUCTURA DE RESIDENCIA PARA ALOJAMIENTO DE PERSONAL
7211110900367168,SERVICIO DE MANTENIMIENTO DE INFRAESTRUCTURA DE VIVIENDAS
7212100300365054,SERVICIO DE FABRICACION DE ELEVADOR DE CAPACHO
7212100800225176,SERVICIO DE ACONDICIONAMIENTO DE ALMACENES
7212100800225259,SERVICIO DE ACONDICIONAMIENTO DE AMBIENTES PARA CAMARA DE CONSERVACION DE SEMILLAS
7212100800230522,SERVICIO DE REUBICACION DE GALPON
7212100800369130,SERVICIO DE MANTENIMIENTO DE INFRAESTRUCTURA DE ALMACENES
7212110100305772,SERVICIO DE INSTALACION DE CASETA DE FIERRO Y VIDRIO
7212110100363909,SERVICIO DE HABILITACION DE ACERO PARA CONCRETO ARMADO DE EDIFICACIONES
7212110200230578,SERVICIO DE DESINSTALACION DE MODULOS PRE FABRICADOS
7212110200339377,SERVICIO DE FABRICACION DE TECHO DE ESTRUCTURA METALICA
7212110200351818,SERVICIO DE INSTALACION DE AMBIENTES DE MODULOS PRE FABRICADOS 
7212110200371463,SERVICIO DE INSTALACION DE AMBIENTES DE MODULOS PRE FABRICADOS PARA SERVICIOS HIGIENICOS
7212110300225143,SERVICIO DE ACONDICIONAMIENTO DE OFICINA
7212110300225145,SERVICIO DE ACONDICIONAMIENTO DE PUERTA DE ALUMINIO
7212110300225146,SERVICIO DE ACONDICIONAMIENTO DE SOTANO REFORZAMIENTO DE ESTRUCTURA
7212110300225149,SERVICIO DE ACONDICIONAMIENTO DE CENTRO DE SALUD
7212110300225152,SERVICIO DE MANTENIMIENTO DE TABIQUERIA
7212110300225153,SERVICIO DE ACONDICIONAMIENTO DE LABORATORIO
7212110300225154,SERVICIO DE ACONDICIONAMIENTO DE DUCTO DE VENTILACION
7212110300225157,SERVICIO DE ACONDICIONAMIENTO DE UNIDAD DE EMERGENCIA Y CUIDADOS CRITICOS
7212110300225164,SERVICIO DE ACONDICIONAMIENTO DE AMBIENTE DE INGRESO  PRINCIPAL INTERIOR
7212110300225165,SERVICIO DE ACONDICIONAMIENTO DE PASADIZO
7212110300225168,SERVICIO DE ACONDICIONAMIENTO DEL AREA DE SALA DE MEDIOS
7212110300225169,SERVICIO DE ACONDICIONAMIENTO DE LAVANDERIA
7212110300225172,SERVICIO DE ACONDICIONAMIENTO DE SERVICIOS HIGIENICOS
7212110300225173,SERVICIO DE ACONDICIONAMIENTO DE ARCHIVO
7212110300225174,SERVICIO DE ACONDICIONAMIENTO DE AUDITORIO
7212110300225175,SERVICIO DE ACONDICIONAMIENTO DE CONSULTORIOS
7212110300225177,SERVICIO DE ACONDICIONAMIENTO DE AMBIENTE PARA FOTOCOPIADO
7212110300225180,SERVICIO DE ACONDICIONAMIENTO DEL SISTEMA DE ILUMINACION Y VENTILACION
7212110300225181,SERVICIO DE ACONDICIONAMIENTO DE CASETA
7212110300225182,SERVICIO DE ACONDICIONAMIENTO DE PATIO
7212110300225187,SERVICIO DE ACONDICIONAMIENTO DE SALA DE RAYOS X
7212110300225188,SERVICIO DE ACONDICIONAMIENTO DE SALA DE EXPOSICION
7212110300225189,SERVICIO DE ACONDICIONAMIENTO DE CAMARA DE CADENA DE FRIO
7212110300225191,SERVICIO DE ACONDICIONAMIENTO DE CENTRO DE COMPUTO
7212110300225193,SERVICIO DE REMODELACION DE AMBIENTES DE OFICINAS
7212110300225196,SERVICIO DE REMODELACION DE TALLERES
7212110300225204,SERVICIO DE REMODELACION DEL CENTRO DE COMPUTO
7212110300225206,SERVICIO DE MANTENIMIENTO DE BIBLIOTECA
7212110300225209,SERVICIO DE REMODELACION DE ESCALERAS
7212110300225211,SERVICIO DE REMODELACION DE AMBIENTES DE PABELLON DE HOSPITALIZACION
7212110300225212,SERVICIO DE ACONDICIONAMIENTO DE AMBIENTE PARA FUNCIONAMIENTO DE TOMOGRAFO
7212110300225244,SERVICIO DE ACONDICIONAMIENTO DE COLUMNA DE CONCRETO
7212110300225246,SERVICIO DE ACONDICIONAMIENTO DE INSTALACIONES RELACIONADAS CON LA SALUD
7212110300225247,SERVICIO DE ACONDICIONAMIENTO DE SALA DE GINECOLOGIA
7212110300225248,SERVICIO DE ACONDICIONAMIENTO DE BANCO DE SANGRE
7212110300225249,SERVICIO DE ACONDICIONAMIENTO DE FARMACIA
7212110300225251,SERVICIO DE ACONDICIONAMIENTO DE AMBIENTE PARA SERVICIO DE ECOGRAFIA
7212110300225253,SERVICIO DE ACONDICIONAMIENTO DE AMBIENTE PARA CAJERO AUTOMATICO
7212110300225255,SERVICIO DE ACONDICIONAMIENTO DE SOTANO
7212110300225257,SERVICIO DE ACONDICIONAMIENTO DE DORMITORIOS Y SIMILARES
7212110300225265,SERVICIO DE ACONDICIONAMIENTO DE SALA DE LECTURA
7212110300225266,SERVICIO DE ACONDICIONAMIENTO DE TALLER
7212110300225279,SERVICIO DE ACONDICIONAMIENTO DE CABINA DE AUDIOMETRIA
7212110300254996,SERVICIO DE ACONDICIONAMIENTO DE AMBIENTE PARA INSTALACION DE GRUPO ELECTROGENO
7212110300255000,SERVICIO DE ACONDICIONAMIENTO DE UN AMBIENTE PARA DEPOSITO
7212110300276665,SERVICIO DE ACONDICIONAMIENTO DE VESTUARIO
7212110300276669,SERVICIO DE ACONDICIONAMIENTO DE SALA DE NECROPSIA
7212110300276670,SERVICIO DE ACONDICIONAMIENTO DE SALA DE OBSERVACION
7212110300276671,SERVICIO DE ACONDICIONAMIENTO DE TOPICO DE CIRUGIA PEDIATRICA
7212110300312664,SERVICIO DE ACONDICIONAMIENTO DE ESCALERA INTERNA
7212110300337472,SERVICIO DE ACONDICIONAMIENTO DE CUARTO DE COMUNICACIONES
7212110300337473,SERVICIO DE ACONDICIONAMIENTO DE LACTARIO
7212110300352916,SERVICIO DE MANTENIMIENTO DE INFRAESTRUCTURA DE COMISARIAS
7212110300358741,SERVICIO DE MANTENIMIENTO DE INFRAESTRUCTURA DE OFICINAS
7212110300359890,SERVICIO DE ACONDICIONAMIENTO DE CAMARA GESELL
7212110300360041,SERVICIO DE MANTENIMIENTO DE INFRAESTRUCTURA DE CENTRO PRODUCTIVO UNIVERSITARIO
7212110300362646,SERVICIO DE ACONDICIONAMIENTO DE LOCAL PARA VELATORIO
7212110300364304,SERVICIO DE ACONDICIONAMIENTO DE MEZZANINE
7212110300365325,SERVICIO DE ACONDICIONAMIENTO DE AMBIENTE DE DIAGNOSTICO POR IMAGENES
7212110300366977,SERVICIO DE ACONDICIONAMIENTO DE SALA DE REUNIONES
7212110300369228,SERVICIO DE ACONDICIONAMIENTO DE CAFETERIA
7212110300372671,SERVICIO DE MANTENIMIENTO DE INFRAESTRUCTURA DE CUARTELES
7212110300374178,SERVICIO DE MANTENIMIENTO DE INFRAESTRUCTURA DE PUESTOS DE CONTROL Y VIGILANCIA
7212110300382462,SERVICIO DE ACONDICIONAMIENTO DE AMBIENTE PARA PRUEBAS HIDRAULICAS
7212110300391993,SERVICIO DE ACONDICIONAMIENTO DE VENTANILLAS PARA ATENCION AL PUBLICO
7212110400356798,SERVICIO DE ACONDICIONAMIENTO DE COMEDOR
7212110400376696,SERVICIO DE MANTENIMIENTO DE COMEDOR
7212110500362834,SERVICIO DE ACONDICIONAMIENTO DE CAMPO FERIAL
7212110500379791,SERVICIO DE MANTENIMIENTO DE INFRAESTRUCTURA DE MERCADO
7212120100225245,SERVICIO DE ACONDICIONAMIENTO DE AMBIENTES PARA CRIANZA DE ANIMALES
7212120100367763,SERVICIO DE MANTENIMIENTO DE INFRAESTRUCTURA DE PISCIGRANJA
7212120100383266,SERVICIO DE ACONDICIONAMIENTO DE AMBIENTE PARA APICULTURA
7212120100390214,SERVICIO DE INSTALACION DE GALPON DE GANADO PORCINO
7212120100390833,SERVICIO DE INSTALACION DE GALPON DE CUYES
7212120100393350,SERVICIO DE CONSTRUCCION DE ESTANQUE PARA PISCICULTURA
7212120200225276,SERVICIO DE ACONDICIONAMIENTO Y REMODELACION DEL INVERNADERO
7212120200230487,SERVICIO DE INSTALACION DE INVERNADERO
7212120300230699,SERVICIO DE MANTENIMIENTO DE CANALES DE RIEGO
7212130200356910,SERVICIO DE FABRICACION E INSTALACION DE ESTRUCTURAS PARA TECHO DE PLATAFORMA DE DESPACHO DE COMBUSTIBLE
7212140200358508,SERVICIO DE MANTENIMIENTO DE INFRAESTRUCTURA DE ESTACIONES DE BOMBEROS
7212140300341204,SERVICIO DE MANTENIMIENTO DE INFRAESTRUCTURA DE CENTROS DE SALUD
7212140300376712,SERVICIO DE MANTENIMIENTO DE INFRAESTRUCTURA DE FARMACIA
7212140300377366,SERVICIO DE INSTALACION DE SISTEMA DE VAPOR PARA INFRAESTRUCTURA DE SALUD
7212140500365448,SERVICIO DE FABRICACION E INSTALACION DE ESTRUCTURAS DE METAL PARA SANTUARIO
7212140500367807,SERVICIO DE MANTENIMIENTO DE INFRAESTRUCTURA DE USO RELIGIOSO
7212140600230542,SERVICIO DE INSTALACION DE CABINA PARA AULA VIRTUAL
7212140600337190,SERVICIO DE MANTENIMIENTO DE INFRAESTRUCTURA DE CENTROS EDUCATIVOS
7212140600352366,SERVICIO DE INSTALACION DE AULA PREFABRICADA
7212140600364523,SERVICIO DE ACONDICIONAMIENTO DE AULAS DE MADERA
7212140600364956,SERVICIO DE MANTENIMIENTO DE INFRAESTRUCTURA DE GUARDERIA INFANTIL
7212140600370600,SERVICIO DE ACONDICIONAMIENTO DE AULAS DE DRYWALL
7212140900362063,SERVICIO DE ACONDICIONAMIENTO DE BIBLIOTECA
7212141000365056,SERVICIO DE MANTENIMIENTO DE HANGAR FLOTANTE
7212141000366972,SERVICIO DE MANTENIMIENTO DE INFRAESTRUCTURA DE AEROPUERTO
7212150400349431,SERVICIO DE MANTENIMIENTO DEL SISTEMA DE TRANSMISION DE LA PLANTA DE TRATAMIENTO DE RESIDUOS SOLIDOS
7212150400364541,SERVICIO DE RELLENO SANITARIO
7212150500228350,SERVICIO DE MANTENIMIENTO DE LAGUNA DE ESTABILIZACION
7212150500348604,SERVICIO DE MANTENIMIENTO DE LA PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES
7212150500351480,SERVICIO DE FABRICACION E INSTALACION DE ESTRUCTURAS METALICAS PARA PLANTAS DE TRATAMIENTO DE AGUA
7212150500362481,SERVICIO DE MANTENIMIENTO DE PLANTA DE NEUTRALIZACION DE AGUA ACIDA
7212150500374044,SERVICIO DE MANTENIMIENTO DE INFRAESTRUCTURA DE FLOCULADOR
7212150600231174,SERVICIO DE MANTENIMIENTO DE SUB ESTACION DE MEDIA TENSION
7212150600352707,SERVICIO DE MANTENIMIENTO DE INFRAESTRUCTURA DE CENTRALES TERMICAS
7212150600354511,SERVICIO DE MANTENIMIENTO DE CENTRALES HIDRAULICAS
7212150600356774,SERVICIO DE MANTENIMIENTO DE CENTRAL HIDROELECTRICA
7212150600362388,SERVICIO DE MANTENIMIENTO DE ESTACION DE REGULACION Y MEDICION SECUNDARIA DE LA CENTRAL TERMICA
7212150600364991,SERVICIO DE OPERACION Y MANTENIMIENTO DE CENTRAL TERMICA
7212150700094695,SERVICIO DE MANTENIMIENTO PREVENTIVO DE TANQUE DE ALMACENAMIENTO DE AGUA DE MAR
7212150700336591,SERVICIO DE MANTENIMIENTO PREVENTIVO DE TANQUE DE GAS LICUADO
7212150700348603,SERVICIO DE CONSTRUCCION DE PLANTAS DE ALMACENAMIENTO DE COMBUSTIBLES
7212150700356897,SERVICIO DE INSTALACION DE SABANA FLOTANTE PARA TANQUE DE COMBUSTIBLE
7212150700365437,SERVICIO DE FABRICACION DE TANQUE CISTERNA ESTACIONARIO
7212151700094020,SERVICIO DE INSTALACION DE TANQUE DE ALMACENAMIENTO DE GLP
7214100100228204,SERVICIO DE IMPRIMACION ASFALTICA
7214100100354735,SERVICIO DE CONSTRUCCION DE BADEN
7214100100354828,SERVICIO DE SUMINISTRO E INSTALACION DE BASE GRANULAR
7214100100359571,SERVICIO DE COLOCACION DE CONCRETO ASFALTICO EN CALIENTE E = 7.5 cm
7214100100388838,SERVICIO DE SUMINISTRO E INSTALACION DE SUB BASE Y BASE GRANULAR
7214100200227358,SERVICIO DE INSTALACION DE RED SEMAFORICA
7214100200258124,SERVICIO DE INSTALACION DE SEMAFORO Y PROGRAMACION DE CONTROLADOR
7214100200283050,SERVICIO DE INSTALACION DE PILON DE CONCRETO PARA SEGURIDAD VIAL
7214100200283051,SERVICIO DE INSTALACION DE REDUCTORES DE VELOCIDAD - ROMPEMUELLES
7214100200311264,SERVICIO DE REUBICACIÓN DE SEÑALES VERTICALES DE TRÁNSITO
7214100200389501,SERVICIO DE MANTENIMIENTO DE SEMAFOROS
7214100300230729,SERVICIO DE MANTENIMIENTO PERIODICO DE CARRETERAS
7214100300230730,SERVICIO DE MANTENIMIENTO RUTINARIO DE CAMINOS
7214100300333937,SERVICIO DE MANTENIMIENTO PERIODICO DE CAMINOS
7214100300333938,SERVICIO DE MANTENIMIENTO RUTINARIO DE CARRETERAS
7214100300349728,SERVICIO DE MANTENIMIENTO DE PISTAS Y VEREDAS
7214100300353015,SERVICIO DE SUPERVISION DE MANTENIMIENTO PERIODICO DE CARRETERAS
7214100300359630,SERVICIO DE MANTENIMIENTO DE CALLES DE MATERIAL ASFALTO
7214100300360215,SERVICIO DE REMOCION DE CAUCHO DE PISTA DE ATERRIZAJE
7214100300361943,SERVICIO DE MANTENIMIENTO DE CUNETAS DE CAMINOS Y CARRETERAS
7214100300364435,SERVICIO DE SUPERVISION DE MANTENIMIENTO RUTINARIO DE CARRETERAS
7214100300367814,SERVICIO DE MANTENIMIENTO DE OBRAS DE DRENAJE DE CAMINOS Y CARRETERAS
7214100300382871,SERVICIO DE MANTENIMIENTO DE PISTA DE ATERRIZAJE
7214100300382874,SERVICIO DE SUPERVISION DE MANTENIMIENTO DE PISTA DE ATERRIZAJE
7214110200233073,SERVICIO DE ACONDICIONAMIENTO Y ESTABILIZACION DE TERRENO
7214110200309372,SERVICIO DE NIVELACION DE TERRENO
7214110600228293,SERVICIO DE AFIRMADO DE CAMINO DE ACCESO
7214110600354840,SERVICIO DE MANTENIMIENTO DE CALLES DE MATERIAL AFIRMADO
7214110600358719,SERVICIO DE COMPACTACION Y CONFORMACION DE CUNETAS
7214110700350345,SERVICIO DE MANTENIMIENTO DE PUENTE
7214110700360190,SERVICIO DE FABRICACION E INSTALACION DE ESTRUCTURA DE FIERRO PARA PUENTE PASARELA
7214110700360656,SERVICIO DE INSTALACION DE PUENTE METALICO PREFABRICADO TIPO BAILEY
7214110700364195,SERVICIO DE INSTALACION DE TABLERO DE MADERA PARA PUENTE
7214110700374242,SERVICIO DE INSTALACION DE VIGAS METALICAS PARA ESTRUCTURA DE PUENTE
7214110700385711,SERVICIO DE INSTALACION DE ESTRUCTURA DE PUENTE PEATONAL
7214110800233039,SERVICIO DE MANTENIMIENTO DE TUNELES
7214111300230628,SERVICIO DE INSTALACION DE TUBERIA PARA GAS
7214111500337696,SERVICIO DE INSTALACION DE CABLE SUBTERRANEO DE BAJA TENSION
7214111500337702,SERVICIO DE INSTALACIÓN DE SECCIONADOR PORTAFUSIBLE (NO INCLUYE EL EQUIPO)
7214111500390849,SERVICIO DE INSTALACION DE CABLE SUBTERRANEO DE MEDIA TENSION
7214111700230281,SERVICIO DE CABLEADO TELEFONICO
7214111800086326,SERVICIO DE CONSTRUCCION DE INFRAESTRUCTURA PARA EQUIPOS DE TELECOMUNICACIONES
7214112000268185,SERVICIO DE FABRICACION DE BUZON DE DESAGUE DE CONCRETO
7214112000348614,SERVICIO DE REPOSICION DE MARCOS Y TAPAS DE BUZONES
7214112000374174,SERVICIO DE MANTENIMIENTO DE BUZONES DE SISTEMA DE ALCANTARILLADO
7214112100228351,SERVICIO DE MANTENIMIENTO DE RESERVORIO
7214112100230632,SERVICIO DE INSTALACION DE TUBERIAS PARA AGUA
7214112100356722,SERVICIO DE INSTALACION DE MACROMEDIDOR PARA REDES DE AGUA POTABLE
7214112100356723,SERVICIO DE INSTALACION DE VALVULAS DE CONTROL PARA REDES DE AGUA POTABLE
7214112100356724,SERVICIO DE INSTALACION DE VALVULAS DE AIRE PARA REDES DE AGUA POTABLE
7214112100359062,SERVICIO DE MANTENIMIENTO DE MACROMEDIDOR PARA REDES DE AGUA POTABLE
7214112100369125,SERVICIO DE INSTALACION DE CRUCE AEREO PARA TUBERIA DE AGUA
7214112100372680,SERVICIO DE INSTALACION DE EQUIPAMIENTO DE CAMARA DE EMPALME Y MEDICION PARA AGUA POTABLE
7214112100373856,SERVICIO DE INSTALACION DE EQUIPAMIENTO DE CAMARA DE DERIVACION PARA AGUA POTABLE
7214112100379447,SERVICIO DE FABRICACION DE SISTEMA DE CAPTACION DE AGUA DE LA ATMOSFERA
7214112200337987,SERVICIO DE LEVANTAMIENTO DE OBSERVACIONES POR PROCEDIMIENTO DE DISTANCIAS MINIMAS DE SEGURIDAD EN REDES ELECTRICAS
7214112200356162,SERVICIO DE MANTENIMIENTO DE REDES ELECTRICAS POR EMERGENCIA
7214112200362452,SERVICIO DE LEVANTAMIENTO DE OBSERVACIONES POR DEFICIENCIAS EN CONEXIONES ELECTRICAS
7214112300374244,SERVICIO DE FABRICACION DE REJILLAS DE ACERO PARA DRENAJE FLUVIAL
7214112500372679,SERVICIO DE INSTALACION DE EQUIPAMIENTO DE ESTACION DE BOMBEO DE AGUAS RESIDUALES
7214112800327317,SERVICIO DE MANTENIMIENTO DE PERGOLA
7214112800337551,SERVICIO DE MANTENIMIENTO DE ALAMEDAS
7214112800351486,SERVICIO DE MANTENIMIENTO DE PARQUE Y PLAZA
7214113000371549,SERVICIO DE INSTALACION DE SISTEMA DE AGUA E ILUMINACION PARA FUENTE ORNAMENTAL
7214113100392917,AMBIENTE PARA TRATAMIENTO DE AGUA POTABLE
7214120300359068,SERVICIO DE INSTALACION DE ESTRUCTURA PARA MEDICION DE CAUDAL DE AGUA
7214120400230691,SERVICIO DE MANTENIMIENTO DE MUELLES
7214120600255285,SERVICIO DE DRAGADO
7214120700094553,SERVICIO DE MANTENIMIENTO DE PLATAFORMA FLUVIAL
7214120700094555,SERVICIO DE MANTENIMIENTO DE PLATAFORMA MARINA
7214121100348625,SERVICIO DE MANTENIMIENTO DE DESEMBARCADERO
7214140200364455,SERVICIO DE MANTENIMIENTO DE INFRAESTRUCTURA DE CENTROS PENITENCIARIOS
7214150200305035,SERVICIO DE CONSULTORIA EN SANEAMIENTO FISICO LEGAL DE INMUEBLES
7214150300286782,SERVICIO DE PERFORACION Y VOLADURA DE ROCAS FIJA
7214150300286783,SERVICIO DE PERFORACION Y VOLADURA DE ROCAS SUELTA
7214150300348597,SERVICIO DE EXTRACION DE PIEDRA MEDIANA
7214150300367169,SERVICIO DE DEMOLICION DE ROCA FIJA
7214150500335559,SERVICIO DE OPERACION DE MAQUINARIA PESADA
7214150500351762,SERVICIO DE DESCOLMATACION DE RIOS DRENES Y QUEBRADAS
7214150500374815,SERVICIO DE MOVIMIENTO DE TIERRAS PARA CONSTRUCCION DE CAMINOS Y CARRETERAS
7214150500392568,"SERVICIO DE LIMPIEZA, DESCOLMATACION Y PROTECCION DE LA RIBERA DE LOS RIOS Y QUEBRADAS MEDIANTE COLOCACION DE BOLSAS GEOTEXTILES"
7214150500392569,SERVICIO DE LIMPIEZA Y DESCOLMATACION DE RIOS Y/O QUEBRADAS Y/O CANALES Y/O DRENES CON COLOCACION DE DIQUES CON MATERIAL PROPIO  Y/O PRESTAMO
7214150500392570,SERVICIO DE LIMPIEZA Y DESCOLMATACION DE RIOS Y/O QUEBRADAS CON PROTECCION DE ROCA AL VOLTEO
7214150700228263,SERVICIO DE REPARACION DE PILOTES
7214150800228258,SERVICIO DE VOLADURA DE ROCAS
7214151000228185,SERVICIO DE DEMOLICION DE PAREDES
7214151000228270,SERVICIO DE DEMOLICION DE PILOTES DE CEMENTO
7214151000364227,SERVICIO DE DEMOLICION DE PISOS Y VEREDAS DE CONCRETO
7214151000364228,SERVICIO DE DEMOLICION DE TANQUE ELEVADO DE CONCRETO
7214151000364229,SERVICIO DE DEMOLICION DE TRIBUNA DE CONCRETO
7214160300230567,SERVICIO DE DESINSTALACION DE PUENTES METALICOS DE VIA FERREA
7214160300255232,"SERVICIO DE CONSULTORIA PARA ELABORACION DE MANUAL DE DISEÑO, CONSTRUCCION Y MANTENIMIENTO DE VIAS FERREAS"
7214160300272625,SERVICIO DE NIVELACION DE VIA FERREA
7214160500230733,SERVICIO DE MANTENIMIENTO PREVENTIVO  DE VIAS FERREAS
7214170100232763,SERVICIO DE ALQUILER DE APLANADORA
7214170100232833,SERVICIO DE ALQUILER DE CENTRIFUGA
7214170100232837,SERVICIO DE ALQUILER DE FRESADORA
7214170100232839,SERVICIO DE ALQUILER DE MAQUINA AFILADORA
7214170100232845,SERVICIO DE ALQUILER DE REMOLCADOR
7214170100232846,SERVICIO DE ALQUILER DE COMPRESORA NEUMATICA
7214170100232851,SERVICIO DE ALQUILER DE VIBRADOR FORSTAL
7214170100232852,SERVICIO DE ALQUILER DE MAQUINA BARREDORA MECANICA
7214170100232855,SERVICIO DE ALQUILER DE CORTADORA DE CONCRETO Y/O PAVIMENTO
7214170100232857,SERVICIO DE ALQUILER DE MEZCLADORA DE ASFALTO
7214170100232858,SERVICIO DE ALQUILER DE APISONADORA DE CARRETERA
7214170100232859,SERVICIO DE ALQUILER DE CARGADOR FRONTAL
7214170100232860,SERVICIO DE ALQUILER DE COCINA DE ASFALTO
7214170100232863,SERVICIO DE ALQUILER DE MAQUINA MEZCLADORA DE TIERRA
7214170100232865,SERVICIO DE ALQUILER DE MEZCLADOR DE CONCRETO
7214170100232866,SERVICIO DE ALQUILER DE MOTONIVELADORA
7214170100232867,SERVICIO DE ALQUILER DE PAVIMENTADORA
7214170100232868,SERVICIO DE ALQUILER DE PERFORADORA DE POZO
7214170100232870,SERVICIO DE ALQUILER DE GRUA PLATAFORMA ELEVADORA - ELEVADORA DE PLATAFORMA
7214170100232871,SERVICIO DE ALQUILER DE MINICARGADOR FRONTAL
7214170100232872,SERVICIO DE ALQUILER DE MINICOMPACTADOR
7214170100232873,SERVICIO DE ALQUILER DE MINIEXCAVADORA
7214170100232874,SERVICIO DE ALQUILER DE MINIRETROEXCAVADORA
7214170100232877,SERVICIO DE ALQUILER DE PATILLADORA O MARTILLO NEUMATICO
7214170100232879,SERVICIO DE ALQUILER DE RETROEXCAVADORA
7214170100232880,SERVICIO DE ALQUILER DE TRACTOR ORUGA
7214170100232881,SERVICIO DE ALQUILER DE COMPRESORA
7214170100232882,SERVICIO DE ALQUILER DE TRACTOR
7214170100232884,SERVICIO DE ALQUILER DE MAQUINARIA CHANCADORA
7214170100232885,SERVICIO DE ALQUILER DE MOTOSOLDADORA
7214170100232886,SERVICIO DE ALQUILER DE MOTOBOMBA
7214170100232887,SERVICIO DE ALQUILER DE RODILLO LISO ASFALTADO
7214170100232889,SERVICIO DE ALQUILER DE TANQUE IMPRIMADOR
7214170100232894,SERVICIO DE ALQUILER DE RODILLO LISO VIBRATORIO
7214170100232895,SERVICIO DE ALQUILER DE RODILLO TANDEM VIBRATORIO
7214170100232896,SERVICIO DE ALQUILER DE RODILLO NEUMATICO
7214170100232900,SERVICIO DE ALQUILER DE CAMION IMPRIMADOR
7214170100232901,SERVICIO DE ALQUILER DE COMPACTADOR VIBRATORIO
7214170100255008,SERVICIO DE ALQUILER DE ESPARCIDORA DE AGREGADOS
7214170100255022,SERVICIO DE ALQUILER DE ZARANDA VIBRATORIA
7214170100322229,SERVICIO DE ALQUILER DE RETROEXCAVADORA CON MARTILLO
7214170100344994,SERVICIO DE ALQUILER DE DOSIFICADORA DE CONCRETO
7214170100359686,SERVICIO DE ALQUILER DE AUTOHORMIGONERA
7214170100360040,SERVICIO DE ALQUILER DE EXCAVADORA HIDRAULICA SOBRE ORUGA
7214170100360042,SERVICIO DE ALQUILER DE EXCAVADORA HIDRAULICA SOBRE RUEDA
